,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,major_label,mean_score,mean_label
678,A549,11683,3385,4.40688859,3.638146436,-4.051120404,6.924944444,-1.026,,1,1,0,1,0,1,1.9785718132000003,1
679,A549,11525740,3385,4.110195615,-0.139452687,-6.738012362,0.142944222,-1.581,,1,0,0,1,0,0,-0.8410650424,0
680,A549,25126798,3385,3.320664854,0.946115734,-1.765016796,3.867803333,1.779,,1,1,0,1,1,1,1.6297134249999998,1
681,A549,6450551,71384,-0.114066804,0.543707078,2.541304327,2.916410924,4.5935,,0,1,1,1,1,1,2.096171105,1
682,A549,11626560,71384,-3.493418365,-0.442363788,2.925749014,3.345582753,4.53675,,0,0,1,1,1,1,1.3744599227999998,1
683,A549,60198,71384,-2.122808662,-2.172752469,0.466287618,2.144940255,-21.429,,0,0,1,1,0,0,-4.6226666515999995,0
684,A549,123631,71384,-1.129618876,-1.733243897,6.316999949,7.776429916,-12.5205,,0,0,1,1,0,0,-0.2579865815999998,0
685,A549,216326,71384,-2.085660985,-1.500778767,0.149263634,2.590522035,-7.5605,,0,0,1,1,0,0,-1.6814308166,0
686,A549,11525740,71384,0.160062229,-0.077608264,-5.362707001,0.310882089,-1.4925,,1,0,0,1,0,0,-1.2923741894,0
687,A549,25126798,71384,0.238938552,1.160970102,0.325471327,3.864744257,6.2075,Synergy,1,1,1,1,1,1,2.3595248476,1
688,A549,6450551,60198,0.002580764,-1.53233522,-1.273621194,-0.550807844,7.4985,,1,0,0,0,1,0,0.8288633012,1
689,A549,11626560,60198,-1.346926572,-0.365245295,-3.231658426,0.390464268,3.8235,,0,0,0,1,1,0,-0.14597320500000013,0
690,A549,123631,60198,-2.299837239,-3.533958605,-1.326190075,0.13487155,-1.3215,,0,0,0,1,0,0,-1.6693228738,0
691,A549,216326,60198,-0.946031945,-1.642656459,0.777415113,1.156315994,-8.1585,,0,0,1,1,0,0,-1.7626914593999998,0
692,A549,11525740,60198,1.806513086,-0.892340375,-18.51213479,-0.492250122,1.711,,1,0,0,0,1,0,-3.275842440200001,0
693,A549,25126798,60198,-1.192588881,0.378324426,-11.46157571,0.958525489,8.4935,,0,1,0,1,1,1,-0.5647629352000003,0
694,A549,6450551,123631,3.20185473,4.035810679,4.997524685,6.841805433,9.799,Synergy,1,1,1,1,1,1,5.7751991054000005,1
695,A549,11626560,123631,-0.136076159,4.726573497,7.914386534,8.336019825,13.40775,,0,1,1,1,1,1,6.8497307394,1
696,A549,216326,123631,-5.693920227,-7.375205004,-7.587458708,-2.672861233,-6.275,Antagonism,0,0,0,0,0,0,-5.9208890344,0
697,A549,11525740,123631,7.262632436,7.510820744,-1.223021626,7.972390519,11.7805,,1,1,0,1,1,1,6.660664414600001,1
698,A549,25126798,123631,3.219631144,4.573867011,2.726737811,7.848914378,8.5235,Synergy,1,1,1,1,1,1,5.378530068799999,1
699,A549,6450551,216326,-4.418571852,-3.067113986,-1.45390242,-1.403056278,3.33,Antagonism,0,0,0,0,1,0,-1.4025289072,0
700,A549,11626560,216326,-6.689680512,-0.139188162,0.32316543,0.388741553,12.54475,,0,0,1,1,1,1,1.2855576618000002,1
701,A549,11525740,216326,-3.52229675,-5.67300163,-5.671150092,-5.113554178,-2.485,Antagonism,0,0,0,0,0,0,-4.493000530000001,0
702,A549,25126798,216326,-6.174070179,-3.17375149,-2.474227544,-2.374833467,1.2075,Antagonism,0,0,0,0,1,0,-2.5978765360000002,0
703,A549,6450551,11683,1.54996187,7.82762901,6.736080009,9.651834764,10.501,Synergy,1,1,1,1,1,1,7.253301130599999,1
704,A549,11626560,11683,-3.615153447,0.392932362,-10.00137881,1.051075379,8.1955,,0,1,0,1,1,1,-0.7954049032,0
705,A549,71384,11683,-0.862771381,0.967208061,-3.779524977,5.088047154,-4.3205,,0,1,0,1,0,0,-0.5815082286,0
706,A549,60198,11683,-0.443447931,-1.779325745,-24.19791518,0.629258209,7.8495,,0,0,0,1,1,0,-3.5883861294,0
707,A549,123631,11683,-1.082063097,-0.663267444,-7.420128829,3.966994409,-5.975,,0,0,0,1,0,0,-2.2346929922000003,0
708,A549,216326,11683,-4.914895044,0.041631483,4.210213956,4.458117767,-2.733,,0,1,1,1,0,1,0.21241363239999994,1
709,A549,11525740,11683,6.796721448,11.11681371,9.541951742,11.47832164,7.649,Synergy,1,1,1,1,1,1,9.316561708,1
710,A549,25126798,11683,4.203308548,6.30521604,2.444763403,7.253945875,8.7445,Synergy,1,1,1,1,1,1,5.7903467732,1
711,A549,6450551,11525740,-0.56952804,4.200805953,-2.153787919,3.479810213,9.55825,,0,1,0,1,1,1,2.9031100413999997,1
712,A549,11626560,11525740,-4.539989518,4.252132383,-10.98856749,2.904699102,11.81,,0,1,0,1,1,1,0.6876548954000004,1
713,A549,6450551,25126798,-4.381390852,3.414935559,2.076890215,3.62808799,14.1515,,0,1,1,1,1,1,3.7780045824,1
714,A549,11626560,25126798,-1.121400977,2.538144167,-1.320452193,2.569087991,18.86525,,0,1,0,1,1,1,4.3061257976,1
715,A549,11525740,25126798,-0.259286762,4.480201275,-0.768547551,3.249587991,14.70775,,0,1,0,1,1,1,4.281940990600001,1
716,HCT116,11960529,11977753,1.746113938,0.726239637,-68.96595867,1.904638344,22.812125,,1,1,0,1,1,1,-8.3553683502,0
717,HCT116,24856436,11977753,9.920356961,9.390979612,7.235170469,13.00361503,43.037625,Synergy,1,1,1,1,1,1,16.5175494144,1
718,HCT116,387447,11977753,0.135587607,0.224892235,-2.051569437,1.419122191,2.991875,,1,1,0,1,1,1,0.5439815191999999,1
719,HCT116,24964624,11977753,7.180654896,4.889227513,-0.830718634,6.70055605,32.50325,,1,1,0,1,1,1,10.088593965000001,1
720,HCT116,5394,11977753,2.297734698,0.012915821,-81.55787469,-1.831252281,23.659,,1,1,0,0,1,1,-11.483895290400001,0
721,HCT116,5311,11977753,2.939784993,2.261976909,0.611685387,6.041877026,31.595375,Synergy,1,1,1,1,1,1,8.690139863,1
722,HCT116,24856436,11960529,-4.55953988,-6.588352104,-61.95986899,-5.489939817,8.131875,Antagonism,0,0,0,0,1,0,-14.093165158199998,0
723,HCT116,387447,11960529,1.389879753,0.422754458,-49.16836482,1.167151107,-6.30775,,1,1,0,1,0,1,-10.4992659004,0
724,HCT116,24964624,11960529,-1.383455481,-0.868998806,-4.095875602,0.232769191,2.301875,,0,0,0,1,1,0,-0.7627371395999999,0
725,HCT116,5394,11960529,12.70574026,12.11987998,10.9061942,9.840956094,11.30325,Synergy,1,1,1,1,1,1,11.3752041068,1
726,HCT116,5311,11960529,1.255128164,1.765514438,-37.78073383,2.705690357,15.0185,,1,1,0,1,1,1,-3.4071801741999996,0
727,HCT116,24856436,387447,-0.484653988,-1.640420361,-5.056739996,-0.714296393,-2.0855,Antagonism,0,0,0,0,0,0,-1.9963221476000002,0
728,HCT116,57469,387447,-4.241476355,-13.02735096,-33.20923853,-17.3844445,-24.5335,Antagonism,0,0,0,0,0,0,-18.479202069000003,0
729,HCT116,216326,387447,-2.224461306,-1.323731128,1.447660419,1.357170328,-0.14,,0,0,1,1,0,0,-0.17667233739999993,0
730,HCT116,24964624,387447,0.41166373,-1.330092706,-2.780108224,-0.577536872,0.998625,,1,0,0,0,1,0,-0.6554898144,0
731,HCT116,5394,387447,1.844064974,-0.402813829,-51.90376733,-1.567718906,-14.321375,,1,0,0,0,0,0,-13.2703220182,0
732,HCT116,42611257,387447,-0.162571333,2.365735669,-6.642299112,0.640390519,6.432,,0,1,0,1,1,1,0.5266511486000002,1
733,HCT116,5311,387447,2.740859603,2.9043204,0.390471604,4.270048355,-1.57,Synergy,1,1,1,1,0,1,1.7471399924,1
734,HCT116,24856436,24964624,2.552503347,2.530012405,2.927719663,4.092333164,27.4945,Synergy,1,1,1,1,1,1,7.919413715799999,1
735,HCT116,5394,24964624,1.178044839,1.050786116,-19.98968059,-1.199473406,2.491875,,1,1,0,0,1,1,-3.2936896082,0
736,HCT116,5311,24964624,6.272795799,3.843019605,-1.779643761,5.192483986,29.487125,,1,1,0,1,1,1,8.6031561258,1
737,HCT116,216326,57469,-0.853514404,3.145779248,2.421698847,2.497448889,2.726,,0,1,1,1,1,1,1.987482516,1
738,HCT116,5394,57469,-0.24352527,2.945017844,2.92359304,2.336448548,6.585,,0,1,1,1,1,1,2.9093068324,1
739,HCT116,5426,57469,6.824097637,9.56359382,-4.017507303,-2.901256005,9.615,,1,1,0,0,1,1,3.8167856297999996,1
740,HCT116,42611257,57469,1.158267156,-1.444913609,-3.496334543,-3.896306322,0.7595,,1,0,0,0,1,0,-1.3839574636,0
741,HCT116,5311,57469,2.940029238,5.108701593,8.509420981,6.990581333,18.718,Synergy,1,1,1,1,1,1,8.453346629,1
742,HCT116,216326,5394,0.222305911,3.120714204,1.45518812,2.044226326,5.83,Synergy,1,1,1,1,1,1,2.5344869121999998,1
743,HCT116,42611257,5394,2.65854716,-0.758222743,-2.381888908,-3.780014899,0.1975,,1,0,0,0,1,0,-0.8128158780000001,0
744,HCT116,216326,5426,-1.777462653,-11.47542515,-11.36193478,-11.05767877,-5.749,Antagonism,0,0,0,0,0,0,-8.284300270600001,0
745,HCT116,5394,5426,9.054646047,12.83622482,6.120198104,4.851083088,11.971,Synergy,1,1,1,1,1,1,8.9666304118,1
746,HCT116,42611257,5426,7.45822395,8.169986392,7.550838067,5.857209173,3.039,Synergy,1,1,1,1,1,1,6.4150515164,1
747,HCT116,5311,5426,-0.416189398,3.722523215,-16.52730411,-0.231639334,23.3925,,0,1,0,0,1,0,1.9879780745999995,1
748,HCT116,216326,5311,-10.50456764,-3.379004161,-1.369566957,-1.627496339,22.615,Antagonism,0,0,0,0,1,0,1.1468729806,1
749,HCT116,5394,5311,0.888090457,0.305522544,-52.83680189,-3.069872765,11.858375,,1,1,0,0,1,1,-8.570937330799998,0
750,HCT116,42611257,5311,-8.818965868,-7.928342356,-25.96351572,-9.402167203,24.525,Antagonism,0,0,0,0,1,0,-5.517598229399999,0
751,HCT116,216326,42611257,-0.968153349,-2.218254827,-4.204155739,-3.947719593,-3.8205,Antagonism,0,0,0,0,0,0,-3.0317567016,0
752,HCT116,5394,24856436,1.232299782,0.105282927,-90.69043719,-1.947444156,15.637625,,1,1,0,0,1,1,-15.1325347274,0
753,HCT116,5311,24856436,6.582291656,5.650063292,1.83826221,8.507062853,36.84225,Synergy,1,1,1,1,1,1,11.8839860022,1
754,HS 578T,11626560,3062316,3.30277722,2.695011621,-20.38011585,-2.470220592,13.6765,,1,1,0,0,1,1,-0.6352095201999994,0
755,HS 578T,123631,3062316,2.580579795,6.677281231,4.557017157,7.726179822,-1.824,Synergy,1,1,1,1,0,1,3.9434116009999998,1
756,HS 578T,644241,3062316,2.610117308,9.255638477,-6.820545155,-0.078887259,12.672,,1,1,0,0,1,1,3.5276646741999995,1
757,HS 578T,11525740,3062316,-2.894061802,2.651468879,-36.97751519,0.42913109,7.709,,0,1,0,1,1,1,-5.8163954046,0
758,HS 578T,25126798,3062316,2.003374767,8.238241422,-34.87895963,2.660779408,20.7455,,1,1,0,1,1,1,-0.24621280659999983,0
759,HS 578T,42611257,3062316,-1.162575014,3.110326746,-34.27868938,-2.910220592,11.355,,0,1,0,0,1,0,-4.777231648000001,0
760,HS 578T,11626560,176871,6.963497046,12.34273816,6.268021514,6.737223853,13.2865,Synergy,1,1,1,1,1,1,9.1195961146,1
761,HS 578T,3062316,176871,0.015952404,1.451239502,3.596920212,1.870892992,5.0855,Synergy,1,1,1,1,1,1,2.404101022,1
762,HS 578T,123631,176871,1.88259113,4.439031852,0.238499097,4.02767077,10.9225,Synergy,1,1,1,1,1,1,4.3020585698,1
763,HS 578T,208908,176871,2.280631043,2.338117822,-2.271631453,-2.072220592,1.671,,1,1,0,0,1,1,0.3891793640000002,1
764,HS 578T,644241,176871,-0.200301385,-1.839525258,-1.838711485,-1.947805801,-1.9355,Antagonism,0,0,0,0,0,0,-1.5523687858000002,0
765,HS 578T,11525740,176871,10.73465819,16.66633297,13.57946943,13.5039784,28.108,Synergy,1,1,1,1,1,1,16.518487798,1
766,HS 578T,25126798,176871,2.323424957,8.210550687,1.338136098,2.157668297,10.535,Synergy,1,1,1,1,1,1,4.9129560078,1
767,HS 578T,42611257,176871,4.003615317,15.11473774,7.974886558,8.58100163,20.3965,Synergy,1,1,1,1,1,1,11.214148249,1
768,HS 578T,11626560,208908,3.777326481,5.581746856,-1.740950911,-0.723807844,9.382,,1,1,0,0,1,1,3.2552629163999995,1
769,HS 578T,3062316,208908,-1.06353477,7.505755007,3.937531961,6.042964224,8.6345,,0,1,1,1,1,1,5.0114432844,1
770,HS 578T,123631,208908,-1.107188058,4.307538495,-2.957834237,0.831337437,12.4155,,0,1,0,1,1,1,2.6978707274,1
771,HS 578T,644241,208908,3.125771574,0.625115041,-10.75460686,-9.413331703,0.0265,,1,1,0,0,1,1,-3.2781103896000006,0
772,HS 578T,11525740,208908,4.251262445,8.755110101,3.198931867,3.944129578,19.101,Synergy,1,1,1,1,1,1,7.8500867982,1
773,HS 578T,25126798,208908,3.7019745,6.718608163,-0.915798819,0.141416544,11.6325,,1,1,0,1,1,1,4.2557400776,1
774,HS 578T,42611257,208908,5.327736921,5.57731205,-2.856370788,-1.460639011,10.984,,1,1,0,0,1,1,3.5144078344,1
775,HS 578T,11626560,644241,7.517059678,16.54822596,9.385245193,10.02483476,12.4075,Synergy,1,1,1,1,1,1,11.176573118199999,1
776,HS 578T,123631,644241,1.324145954,2.536737349,-2.449997478,-1.748551452,10.354,,1,1,0,0,1,1,2.0032668746,1
777,HS 578T,11525740,644241,5.128456909,6.106393177,0.890955298,0.97072427,7.2075,Synergy,1,1,1,1,1,1,4.060805930799999,1
778,HS 578T,25126798,644241,11.46916685,12.212756,5.466057944,5.477781375,1.9645,Synergy,1,1,1,1,1,1,7.3180524338,1
779,HS 578T,42611257,644241,5.160298801,6.379983722,-0.797650494,-0.783663069,6.1195,,1,1,0,0,1,1,3.2156937920000006,1
780,HS 578T,11626560,123631,2.254360338,11.84824493,5.934336638,6.824336202,14.255,Synergy,1,1,1,1,1,1,8.2232556216,1
781,HS 578T,11525740,123631,10.15475689,17.92682405,10.04073611,15.8646029,26.3315,Synergy,1,1,1,1,1,1,16.063683989999998,1
782,HS 578T,25126798,123631,4.91191956,13.03298336,1.754180556,7.608223853,15.759,Synergy,1,1,1,1,1,1,8.6132614658,1
783,HS 578T,11626560,11525740,4.430083571,8.287471226,0.934796242,2.187477262,7.11025,Synergy,1,1,1,1,1,1,4.5900156602,1
784,HS 578T,11626560,25126798,4.396777886,6.554637963,-2.487076631,-0.608937232,10.91475,,1,1,0,0,1,1,3.7540303971999998,1
785,HS 578T,11525740,25126798,6.304437453,12.14580075,5.769957984,5.779588374,9.98825,Synergy,1,1,1,1,1,1,7.9976069122,1
786,HS 578T,11626560,42611257,6.030132005,3.091402332,-8.276341674,-6.190946512,5.75525,,1,1,0,0,1,1,0.08189923020000016,1
787,HS 578T,123631,42611257,3.811717642,10.61764179,-0.413385431,4.761836201,11.33525,,1,1,0,1,1,1,6.0226120404,1
788,HS 578T,11525740,42611257,12.02900875,17.88404945,8.825288625,9.342244093,23.8975,Synergy,1,1,1,1,1,1,14.395618183599998,1
789,HS 578T,25126798,42611257,8.675045815,11.0029326,-1.46733461,-0.104918513,7.8895,,1,1,0,0,1,1,5.1990450583999985,1
790,HT29,3363,2094,1.503437009,1.159861498,-17.14653236,0.337649178,5.164,,1,1,0,1,1,1,-1.7963169349999997,0
791,HT29,3385,2094,-3.065600993,-7.493427559,-27.55263521,-8.686773674,-13.9725,Antagonism,0,0,0,0,0,0,-12.1541874872,0
792,HT29,2123,2094,3.393063919,7.793738162,-0.531630654,1.064307489,8.264,,1,1,0,1,1,1,3.9966957832,1
793,HT29,2187,2094,-2.211056899,-7.360828161,-5.051904429,-6.778889574,-4.2375,Antagonism,0,0,0,0,0,0,-5.1280358126,0
794,HT29,6450551,2094,0.760806703,1.248144666,-5.373898547,-3.228017339,7.454,,1,1,0,0,1,1,0.17220709660000005,1
795,HT29,2478,2094,-2.286734025,-3.300980937,-2.098675771,-2.9279355,-0.6045,Antagonism,0,0,0,0,0,0,-2.2437652465999998,0
796,HT29,2662,2094,2.83315473,1.909417671,0.679689773,-2.24669469,5.205,,1,1,1,0,1,1,1.6761134968,1
797,HT29,354624,2094,1.522780026,1.674368526,-1.054785624,-1.402250245,0.025,,1,1,0,0,1,1,0.15302253659999995,1
798,HT29,2708,2094,-6.101992353,2.177688256,-13.08713668,-0.884401163,1.3725,,0,1,0,0,1,0,-3.3046683880000005,0
799,HT29,11626560,2094,-1.021857635,0.858174424,-7.05926506,-3.302930286,10.7135,,0,1,0,0,1,0,0.03752428859999988,1
800,HT29,3062316,2094,2.546799142,3.145600068,-14.12509095,1.671944326,3.33,,1,1,0,1,1,1,-0.6861494828000001,0
801,HT29,71384,2094,-6.232737585,4.183293185,-15.01090185,1.99103798,19.188,,0,1,0,1,1,1,0.8237383460000001,1
802,HT29,60198,2094,1.468367212,5.736467822,-38.64595649,3.452593535,-5.7305,,1,1,0,1,0,1,-6.743805584200001,0
803,HT29,123631,2094,7.975011492,8.177348725,-4.640575532,5.838091394,23.3725,,1,1,0,1,1,1,8.1444752158,1
804,HT29,208908,2094,-0.350882229,2.683700896,0.223394754,1.3964488,5.699,,0,1,1,1,1,1,1.9303324441999998,1
805,HT29,216326,2094,4.224425965,6.988187031,5.29658317,4.343115452,8.926,Synergy,1,1,1,1,1,1,5.9556623236,1
806,HT29,3902,2094,0.806584306,-1.805805109,1.743765594,-4.467804589,-1.309,,1,0,1,0,0,0,-1.0064519596000001,0
807,HT29,11683,2094,0.669161079,5.447958638,0.001812169,1.076538217,8.428,Synergy,1,1,1,1,1,1,3.1246940206000002,1
808,HT29,4211,2094,0.441633518,5.009656123,2.930222694,3.32104806,6.5855,Synergy,1,1,1,1,1,1,3.6576120789999997,1
809,HT29,644241,2094,0.18215307,0.859056764,-3.044344529,-0.757171068,1.6485,,1,1,0,0,1,1,-0.22236115259999994,0
810,HT29,11525740,2094,1.600300511,0.625150894,-4.923171745,-4.477906228,7.0035,,1,1,0,0,1,1,-0.034425313600000076,0
811,HT29,25126798,2094,3.207896231,-1.481133858,-8.477954635,-7.649392879,6.02,,1,0,0,0,1,0,-1.6761170282000002,0
812,HT29,5394,2094,0.672490523,-0.058467448,-2.130350141,-1.956549156,-0.124,,1,0,0,0,0,0,-0.7193752444,0
813,HT29,5453,2094,-0.99742728,1.928319548,0.354598476,-0.097194244,5.193,,0,1,1,0,1,1,1.2762593,1
814,HT29,444795,2094,-1.063700217,1.439213702,-0.455595611,0.404226326,-1.114,,0,1,0,1,0,0,-0.15797116000000005,0
815,HT29,42611257,2094,3.75401975,5.745911007,-11.99270399,3.542760202,8.072,,1,1,0,1,1,1,1.8243973937999995,1
816,HT29,5311,2094,-6.967958322,-2.533151057,-1.063292952,-2.124988874,12.4455,Antagonism,0,0,0,0,1,0,-0.048778241000000125,0
817,HT29,3363,2187,3.428982166,-2.986799464,-10.38577889,-1.492410608,-1.9175,,1,0,0,0,0,0,-2.6707013591999997,0
818,HT29,3385,2187,1.776274852,-6.624683595,-7.761284488,-7.239105556,-28.8225,,1,0,0,0,0,0,-9.7342597574,0
819,HT29,2123,2187,2.830833262,-1.64757249,-8.567434668,-7.880966556,-3.4005,,1,0,0,0,0,0,-3.7331280904,0
820,HT29,6450551,2187,1.185425555,0.086599792,-2.304320899,-2.336184258,0.1915,,1,1,0,0,1,1,-0.635395962,0
821,HT29,2478,2187,-0.799781362,-1.341726798,-1.741370595,-2.872440278,0.357,Antagonism,0,0,0,0,1,0,-1.2796638066,0
822,HT29,2662,2187,0.571399791,0.071387232,0.785040775,-1.231109481,-1.125,,1,1,1,0,0,1,-0.1856563366,0
823,HT29,2708,2187,-6.558940385,-6.382312417,-8.197284726,-7.6497582,-18.6605,Antagonism,0,0,0,0,0,0,-9.4897591456,0
824,HT29,11626560,2187,-0.354409306,5.686514757,3.163724021,3.44018936,14.268,,0,1,1,1,1,1,5.240803766400001,1
825,HT29,3062316,2187,2.55590549,2.694012209,4.157543084,3.220582889,2.295,Synergy,1,1,1,1,1,1,2.9846087344,1
826,HT29,71384,2187,-7.762139264,-2.361956043,-3.493587023,-3.387217444,7.981,Antagonism,0,0,0,0,1,0,-1.8047799548000003,0
827,HT29,60198,2187,2.346515133,2.965724646,2.923088264,2.07267077,14.3265,Synergy,1,1,1,1,1,1,4.9268997626,1
828,HT29,123631,2187,-0.836197968,3.494665906,3.239347178,2.446892992,18.673,,0,1,1,1,1,1,5.4035416216000005,1
829,HT29,208908,2187,-1.574539607,-2.788433733,-6.37969771,-7.108277622,0.694,Antagonism,0,0,0,0,1,0,-3.4313897344000006,0
830,HT29,216326,2187,5.659385475,2.431954045,2.35661177,1.186781881,0.929,Synergy,1,1,1,1,1,1,2.5127466342,1
831,HT29,3902,2187,-1.889758228,-5.474850884,0.261926627,-4.347495697,-4.5945,,0,0,1,0,0,0,-3.2089356363999997,0
832,HT29,11683,2187,0.570452732,-5.877325655,-8.235683045,-7.661810622,-6.5695,,1,0,0,0,0,0,-5.554773318,0
833,HT29,4211,2187,2.297454872,8.969117688,6.453610896,4.94340233,10.266,Synergy,1,1,1,1,1,1,6.585917157199999,1
834,HT29,11525740,2187,1.541094231,2.329651269,-1.380905604,-0.370855365,2.714,,1,1,0,0,1,1,0.9665969061999998,1
835,HT29,25126798,2187,3.099425421,-0.297890007,-6.517127826,-5.507077587,1.3045,,1,0,0,0,1,0,-1.5836339998000002,0
836,HT29,5394,2187,1.029233688,-0.309037373,-1.7269152,-4.168135705,1.4775,,1,0,0,0,1,0,-0.7394709180000001,0
837,HT29,5453,2187,-3.352748605,1.890401268,4.975383418,3.963938556,6.4745,,0,1,1,1,1,1,2.7902949274,1
838,HT29,444795,2187,-1.663963053,-0.182632594,7.991162508,2.024228889,2.9565,,0,0,1,1,1,1,2.2250591500000003,1
839,HT29,42611257,2187,7.59373427,6.849545334,1.915722866,5.977226326,12.9945,Synergy,1,1,1,1,1,1,7.0661457592,1
840,HT29,3363,387447,-2.936115657,-5.190818501,-2.263210885,0.150050201,-4.915,,0,0,0,1,0,0,-3.0310189684,0
841,HT29,3385,387447,2.295214867,2.056785289,-1.019541873,2.599756638,-13.6704,,1,1,0,1,0,1,-1.5476370158000001,0
842,HT29,2094,387447,1.014454682,2.430505582,-41.89834381,-0.346660011,-22.605,,1,1,0,0,0,0,-12.2810087114,0
843,HT29,2123,387447,2.50028219,-1.07597232,-12.36487325,-7.302056092,-0.9535,,1,0,0,0,0,0,-3.8392238944,0
844,HT29,2187,387447,0.953751522,2.662688342,-25.83051889,-1.223342822,-7.393,,1,1,0,0,0,0,-6.1660843696,0
845,HT29,6450551,387447,0.334413388,1.770060892,-3.857496388,-1.231980132,2.36,,1,1,0,0,1,1,-0.12500044800000004,0
846,HT29,24856436,387447,1.70632521,3.29085196,-2.746348148,3.864430975,-14.789,,1,1,0,1,0,1,-1.7347480006000002,0
847,HT29,2478,387447,0.54367508,4.107485988,-34.63904235,-2.045791637,-5.2945,,1,1,0,0,0,0,-7.465634583799999,0
848,HT29,2662,387447,0.710548189,-0.005594317,-33.21137235,-2.908898356,-20.0315,,1,0,0,0,0,0,-11.0893633668,0
849,HT29,354624,387447,9.440076974,8.044551821,6.142458509,7.770175333,17.5295,Synergy,1,1,1,1,1,1,9.785352527399999,1
850,HT29,2708,387447,-6.65833457,-5.72331379,-8.703279784,-7.359290052,-12.89,Antagonism,0,0,0,0,0,0,-8.266843639200001,0
851,HT29,11626560,387447,-1.03615084,7.331881543,2.410585247,4.573829144,17.561,,0,1,1,1,1,1,6.1682290188,1
852,HT29,5743,387447,0.318507921,-0.558838304,-49.64014886,-0.928470785,-10.447375,,1,0,0,0,0,0,-12.2512650056,0
853,HT29,71384,387447,-0.026550015,4.712422114,3.689221212,3.733482424,18.702,,0,1,1,1,1,1,6.162115147,1
854,HT29,176871,387447,54.27321097,56.62288712,49.30265579,49.66298043,38.977,Synergy,1,1,1,1,1,1,49.76774686200001,1
855,HT29,36462,387447,1.864112895,2.338552461,-1.22512038,2.654302338,-13.18075,,1,1,0,1,0,1,-1.5097805372,0
856,HT29,60198,387447,1.89172981,-2.471276639,-2.82211574,-3.247186384,13.828,,1,0,0,0,1,0,1.4358302094,1
857,HT29,123631,387447,-1.878031146,1.907131793,0.938887093,0.805646949,23.535,,0,1,1,1,1,1,5.0617269378000005,1
858,HT29,57469,387447,-1.00009846,-3.323601258,-21.6274282,-8.280980856,5.6335,Antagonism,0,0,0,0,1,0,-5.7197217548,0
859,HT29,208908,387447,3.630327213,4.305533153,-9.562896763,4.477332655,5.1243,,1,1,0,1,1,1,1.5949192516,1
860,HT29,216326,387447,4.2229907,-0.379045193,-0.716539914,-1.533908606,0.5705,,1,0,0,0,1,0,0.4327993974000002,1
861,HT29,3902,387447,1.363705009,1.919670244,-38.34099935,-1.476659933,7.4845,,1,1,0,0,1,1,-5.809956805999999,0
862,HT29,11683,387447,0.244284674,-2.250203392,-7.749810993,-4.895239561,-0.7865,,1,0,0,0,0,0,-3.0874938544,0
863,HT29,4091,387447,-0.3161512,-0.499656394,-8.210705663,-1.0990433,-12.08475,Antagonism,0,0,0,0,0,0,-4.442061311400001,0
864,HT29,4211,387447,0.237601368,-4.738810924,-41.41105209,-5.043472344,20.221,,1,0,0,0,1,0,-6.146946798,0
865,HT29,24964624,387447,-2.431970866,-2.770720158,-4.515277201,-1.822844804,-23.11525,Antagonism,0,0,0,0,0,0,-6.931212605800001,0
866,HT29,24748204,387447,-0.435089957,1.053909386,-16.49261108,0.671688384,-9.567,,0,1,0,1,0,0,-4.953820653399999,0
867,HT29,644241,387447,0.451661709,-2.163991036,-49.73662263,-4.78661644,-10.0495,,1,0,0,0,0,0,-13.2570136794,0
868,HT29,11525740,387447,1.16001187,4.317487039,-3.445095469,0.733686535,7.3985,,1,1,0,1,1,1,2.032917995,1
869,HT29,9826528,387447,-1.166630932,-3.036018753,-5.03163632,-2.109785429,-39.63525,Antagonism,0,0,0,0,0,0,-10.1958642868,0
870,HT29,25126798,387447,2.740998638,-0.086385454,-9.654356722,-5.593716369,4.5615,,1,0,0,0,1,0,-1.6063919814000003,0
871,HT29,5394,387447,1.55973524,-0.305026196,-50.40388545,-1.974406261,-2.5025,,1,0,0,0,0,0,-10.725216533399998,0
872,HT29,5453,387447,6.500293761,4.085821385,-22.32478023,1.962080667,9.1665,,1,1,0,1,1,1,-0.12201688339999954,0
873,HT29,60699,387447,-6.671470638,-6.058462741,-6.846072523,-3.314552667,-8.415,Antagonism,0,0,0,0,0,0,-6.2611117138,0
874,HT29,444795,387447,-0.176384823,-2.372263183,-43.84527658,-1.7033443,1.5975,Antagonism,0,0,0,0,1,0,-9.299953777199999,0
875,HT29,42611257,387447,4.967765314,5.731756255,4.504776813,4.575760202,9.6675,Synergy,1,1,1,1,1,1,5.8895117168,1
876,HT29,5311,387447,2.645901952,4.007358244,-4.36643123,3.745761795,-0.5341,,1,1,0,1,0,1,1.0996981521999998,1
877,HT29,3363,2478,0.657726243,1.462530415,-14.85814016,0.469828401,1.056,,1,1,0,1,1,1,-2.2424110201999996,0
878,HT29,3385,2478,-0.854918592,-3.211146777,-19.00526578,-2.968551452,-2.101,Antagonism,0,0,0,0,0,0,-5.628176520199999,0
879,HT29,2123,2478,1.594915539,5.233618972,-6.098967611,-1.206303622,13.054,,1,1,0,0,1,1,2.5154526556,1
