gene1,gene2,label
9429,5906,1
213,9294,1
5004,9294,1
3815,9294,1
5979,9294,1
4914,9294,1
1436,9294,1
5156,9294,1
780,9294,1
25,9294,1
5159,9294,1
5243,9294,1
9429,9294,1
213,6672,1
5004,6672,1
3815,6672,1
5979,6672,1
4914,6672,1
1436,6672,1
5156,6672,1
780,6672,1
25,6672,1
5159,6672,1
5243,6672,1
9429,6672,1
2194,4609,1
637,4609,1
57657,3265,1
57657,3845,1
57657,4893,1
213,1737,1
1737,5004,1
1737,3815,1
1737,5979,1
1737,4914,1
1436,1737,1
1737,5156,1
780,1737,1
25,1737,1
1737,5159,1
5243,1737,1
9429,1737,1
213,6500,1
5004,6500,1
3815,6500,1
5979,6500,1
4914,6500,1
1436,6500,1
5156,6500,1
780,6500,1
25,6500,1
5159,6500,1
5243,6500,1
9429,6500,1
213,563,1
563,5004,1
563,3815,1
563,5979,1
563,4914,1
563,1436,1
563,5156,1
563,780,1
25,563,1
563,5159,1
5243,563,1
9429,563,1
213,801,1
801,5004,1
801,3815,1
801,5979,1
801,4914,1
801,1436,1
801,5156,1
801,780,1
25,801,1
801,5159,1
9429,801,1
213,833,1
833,5004,1
833,3815,1
833,5979,1
833,4914,1
833,1436,1
833,5156,1
833,780,1
25,833,1
833,5159,1
213,1508,1
1508,5004,1
1508,3815,1
1508,5979,1
1508,4914,1
1436,1508,1
1508,5156,1
1508,780,1
25,1508,1
1508,5159,1
5243,1508,1
9429,1508,1
213,7852,1
7852,5004,1
7852,3815,1
7852,5979,1
7852,4914,1
1436,7852,1
7852,5156,1
7852,780,1
25,7852,1
7852,5159,1
5243,7852,1
9429,7852,1
11113,3265,1
11113,3845,1
11113,4893,1
11325,3265,1
11325,3845,1
11325,4893,1
3265,29116,1
3845,29116,1
29116,4893,1
213,230,1
230,5004,1
230,3815,1
230,5979,1
230,4914,1
230,1436,1
230,5156,1
230,780,1
25,230,1
230,5159,1
5243,230,1
9429,230,1
213,9794,1
9794,5004,1
3815,9794,1
9794,5979,1
9794,4914,1
1436,9794,1
9794,5156,1
780,9794,1
25,9794,1
9794,5159,1
5243,9794,1
9429,9794,1
213,5914,1
5004,5914,1
3815,5914,1
5914,5979,1
4914,5914,1
1436,5914,1
5156,5914,1
780,5914,1
25,5914,1
5159,5914,1
5243,5914,1
9429,5914,1
213,538,1
538,5004,1
538,3815,1
538,5979,1
538,4914,1
538,1436,1
538,5156,1
538,780,1
25,538,1
538,5159,1
5243,538,1
9429,538,1
213,7088,1
5004,7088,1
3815,7088,1
5979,7088,1
4914,7088,1
1436,7088,1
5156,7088,1
780,7088,1
25,7088,1
5159,7088,1
5243,7088,1
9429,7088,1
213,8805,1
5004,8805,1
3815,8805,1
5979,8805,1
4914,8805,1
1436,8805,1
5156,8805,1
780,8805,1
25,8805,1
5159,8805,1
5243,8805,1
9429,8805,1
10058,213,1
10058,5004,1
10058,3815,1
10058,5979,1
10058,4914,1
10058,1436,1
10058,5156,1
10058,780,1
10058,25,1
10058,5159,1
5243,10058,1
10058,9429,1
213,760,1
760,5004,1
760,3815,1
760,5979,1
760,4914,1
760,1436,1
760,5156,1
760,780,1
25,760,1
760,5159,1
5243,760,1
9429,760,1
213,634,1
634,5004,1
634,3815,1
634,5979,1
634,4914,1
634,1436,1
634,5156,1
634,780,1
25,634,1
634,5159,1
5243,634,1
9429,634,1
2961,4609,1
3265,5649,1
3845,5649,1
4893,5649,1
213,83737,1
83737,5004,1
83737,3815,1
83737,5979,1
83737,4914,1
1436,83737,1
83737,5156,1
780,83737,1
25,83737,1
83737,5159,1
5243,83737,1
9429,83737,1
213,6303,1
5004,6303,1
3815,6303,1
5979,6303,1
4914,6303,1
1436,6303,1
5156,6303,1
780,6303,1
25,6303,1
5159,6303,1
5243,6303,1
9429,6303,1
213,7168,1
5004,7168,1
3815,7168,1
5979,7168,1
4914,7168,1
1436,7168,1
5156,7168,1
780,7168,1
25,7168,1
5159,7168,1
5243,7168,1
9429,7168,1
213,27297,1
27297,5004,1
27297,3815,1
27297,5979,1
27297,4914,1
27297,1436,1
27297,5156,1
27297,780,1
25,27297,1
27297,5159,1
5243,27297,1
9429,27297,1
3458,4609,1
3265,29978,1
3845,29978,1
4893,29978,1
657,3265,1
657,3845,1
657,4893,1
3265,8883,1
8883,4893,1
213,23576,1
23576,5004,1
23576,3815,1
23576,5979,1
23576,4914,1
1436,23576,1
23576,5156,1
23576,780,1
25,23576,1
23576,5159,1
5243,23576,1
9429,23576,1
213,25888,1
5004,25888,1
3815,25888,1
5979,25888,1
4914,25888,1
1436,25888,1
5156,25888,1
780,25888,1
25,25888,1
5159,25888,1
5243,25888,1
9429,25888,1
3265,3651,1
3845,3651,1
4893,3651,1
3265,6258,1
3845,6258,1
4893,6258,1
3265,10621,1
3845,10621,1
4893,10621,1
213,5588,1
5004,5588,1
3815,5588,1
5588,5979,1
4914,5588,1
1436,5588,1
5156,5588,1
780,5588,1
25,5588,1
5159,5588,1
5243,5588,1
9429,5588,1
3845,5347,1
3265,5347,1
4893,5347,1
3265,5859,1
3845,5859,1
4893,5859,1
3265,4297,1
3845,4297,1
4297,4893,1
213,3428,1
3428,5004,1
3428,3815,1
3428,5979,1
3428,4914,1
1436,3428,1
3428,5156,1
780,3428,1
25,3428,1
3428,5159,1
5243,3428,1
9429,3428,1
213,3565,1
3565,5004,1
3565,3815,1
3565,5979,1
3565,4914,1
1436,3565,1
3565,5156,1
780,3565,1
25,3565,1
3565,5159,1
5243,3565,1
9429,3565,1
213,1213,1
1213,5004,1
1213,3815,1
1213,5979,1
1213,4914,1
1213,1436,1
1213,5156,1
1213,780,1
25,1213,1
1213,5159,1
5243,1213,1
9429,1213,1
4193,4609,1
3265,57551,1
3845,57551,1
4893,57551,1
3265,7321,1
3845,7321,1
4893,7321,1
3265,5686,1
4893,5686,1
2,3265,1
2,3845,1
2,4893,1
213,7082,1
5004,7082,1
3815,7082,1
5979,7082,1
4914,7082,1
1436,7082,1
5156,7082,1
780,7082,1
25,7082,1
5159,7082,1
5243,7082,1
9429,7082,1
2274,4609,1
4609,7444,1
3265,5428,1
3845,5428,1
4893,5428,1
213,816,1
816,5004,1
816,3815,1
816,5979,1
816,4914,1
816,1436,1
816,5156,1
816,780,1
25,816,1
816,5159,1
5243,816,1
9429,816,1
9817,4609,1
4609,23338,1
3265,4771,1
3845,4771,1
4771,4893,1
3265,6772,1
3845,6772,1
4893,6772,1
2166,4609,1
2627,3265,1
2627,3845,1
2627,4893,1
3265,6240,1
3845,6240,1
4893,6240,1
10094,3265,1
10094,3845,1
10094,4893,1
3265,9939,1
3845,9939,1
4893,9939,1
3588,4609,1
4609,9246,1
999,4609,1
55143,3265,1
55143,4893,1
213,10813,1
5004,10813,1
3815,10813,1
5979,10813,1
4914,10813,1
1436,10813,1
5156,10813,1
780,10813,1
25,10813,1
5159,10813,1
5243,10813,1
9429,10813,1
4609,5524,1
4609,10048,1
4609,4891,1
4609,8140,1
4609,51776,1
10379,4609,1
4609,5252,1
539,4609,1
4609,54472,1
3265,9688,1
3845,9688,1
4893,9688,1
5243,5530,1
9429,5530,1
4609,5747,1
4609,6015,1
213,572,1
572,5004,1
572,3815,1
572,5979,1
572,4914,1
572,1436,1
572,5156,1
572,780,1
25,572,1
572,5159,1
5243,572,1
9429,572,1
2241,4609,1
2768,4609,1
51170,4609,1
10094,4609,1
10093,4609,1
4609,8396,1
4609,5564,1
213,3665,1
3665,5004,1
3665,3815,1
3665,5979,1
3665,4914,1
1436,3665,1
3665,5156,1
780,3665,1
25,3665,1
3665,5159,1
5243,3665,1
9429,3665,1
2180,213,1
2180,5004,1
2180,3815,1
2180,5979,1
2180,4914,1
2180,1436,1
2180,5156,1
2180,780,1
25,2180,1
2180,5159,1
5243,2180,1
9429,2180,1
3821,4609,1
4609,5534,1
978,2047,1
1633,2047,1
2047,6240,1
2047,7298,1
51727,2047,1
5243,2047,1
3265,5693,1
4893,5693,1
3265,10482,1
3845,10482,1
4893,10482,1
4609,4801,1
4609,7181,1
4609,57144,1
4609,84108,1
4609,5165,1
4609,6102,1
604,4609,1
4609,6251,1
8548,4609,1
978,3055,1
1633,3055,1
3055,6240,1
3055,7298,1
51727,3055,1
5243,3055,1
978,65266,1
1633,65266,1
6240,65266,1
7298,65266,1
51727,65266,1
5243,65266,1
10097,3265,1
10097,3845,1
10097,4893,1
213,54577,1
5004,54577,1
3815,54577,1
5979,54577,1
4914,54577,1
1436,54577,1
5156,54577,1
780,54577,1
25,54577,1
5159,54577,1
5243,54577,1
9429,54577,1
2065,4609,1
7840,4609,1
3479,4609,1
83999,4609,1
4609,51444,1
4609,10110,1
4609,6659,1
4609,10617,1
673,4609,1
4609,80746,1
10109,3265,1
10109,3845,1
10109,4893,1
3265,5422,1
3845,5422,1
4893,5422,1
978,1606,1
1633,1606,1
1606,6240,1
1606,7298,1
51727,1606,1
5243,1606,1
55127,3265,1
55127,3845,1
55127,4893,1
6790,978,1
6790,1633,1
6790,6240,1
6790,7298,1
6790,51727,1
978,80025,1
1633,80025,1
80025,6240,1
80025,7298,1
51727,80025,1
5243,80025,1
5243,801,1
1029,8883,1
84433,8883,1
317,8883,1
332,8883,1
3297,8883,1
3559,8883,1
3586,8883,1
3606,8883,1
4303,8883,1
8883,4683,1
8883,4832,1
8883,5289,1
573,8883,1
5595,8883,1
8883,5696,1
8883,7188,1
7852,8883,1
8883,8717,1
9131,8883,1
8883,9618,1
8883,10392,1
8883,10769,1
8883,10868,1
898,8883,1
10933,8883,1
929,8883,1
23581,8883,1
8883,51330,1
57448,8883,1
3920,8883,1
3978,8883,1
4294,8883,1
4331,8883,1
4609,8883,1
8883,4791,1
8883,4929,1
8883,5325,1
8883,5663,1
8883,5684,1
8883,5709,1
8883,5875,1
8883,7528,1
662,8883,1
8525,8883,1
8841,8883,1
8883,8879,1
9133,8883,1
9156,8883,1
9459,8883,1
9474,8883,1
694,8883,1
9531,8883,1
695,8883,1
8883,10383,1
839,8883,1
8883,10477,1
8883,10857,1
8883,11065,1
25,8883,1
8883,64127,1
64170,8883,1
64422,8883,1
8883,65264,1
8883,80230,1
1080,8883,1
208,8883,1
1211,8883,1
1612,8883,1
1677,8883,1
1869,8883,1
1978,8883,1
8883,331,1
3162,8883,1
8883,5887,1
8883,5889,1
8883,5921,1
8883,5932,1
8883,5981,1
8883,6208,1
8883,142,1
8883,9706,1
8883,9748,1
8883,10253,1
8883,10856,1
11200,8883,1
8883,11284,1
22944,8883,1
1022,8883,1
8883,23047,1
23464,8883,1
1069,8883,1
8883,64326,1
1737,8883,1
151636,8883,1
8883,387893,1
2189,8883,1
8883,2547,1
2965,8883,1
3146,8883,1
3148,8883,1
3242,8883,1
3608,8883,1
506,8883,1
4193,8883,1
8883,5366,1
8883,5618,1
9429,833,1
213,8325,1
8325,5004,1
8325,3815,1
8325,5979,1
8325,4914,1
1436,8325,1
8325,5156,1
780,8325,1
25,8325,1
8325,5159,1
5243,8325,1
9429,8325,1
978,1453,1
1453,1633,1
1453,6240,1
1453,7298,1
51727,1453,1
5243,1453,1
213,1211,1
1211,5004,1
1211,3815,1
1211,5979,1
1211,4914,1
1211,1436,1
1211,5156,1
1211,780,1
25,1211,1
1211,5159,1
5243,1211,1
9429,1211,1
8536,978,1
8536,1633,1
8536,6240,1
8536,7298,1
8536,51727,1
5243,8536,1
5243,6790,1
3778,4609,1
3265,4763,1
3845,4763,1
4763,4893,1
4609,5906,1
80314,8883,1
218,8883,1
1605,8883,1
1616,8883,1
1643,8883,1
1892,8883,1
1936,8883,1
2072,8883,1
2308,8883,1
3014,8883,1
8883,3093,1
3214,8883,1
4055,8883,1
4258,8883,1
8883,388,1
4615,8883,1
8883,4792,1
475,8883,1
8883,5578,1
8883,5590,1
8883,5720,1
8883,5728,1
8883,5925,1
8883,6446,1
8883,6772,1
598,8883,1
8883,7132,1
8883,7153,1
624,8883,1
8883,7159,1
637,8883,1
8883,7321,1
8883,7323,1
8883,7345,1
663,8883,1
7915,8883,1
8883,8243,1
665,8883,1
8517,8883,1
672,8883,1
8883,8771,1
8772,8883,1
9140,8883,1
8883,9604,1
9734,8883,1
836,8883,1
10018,8883,1
8883,10038,1
8883,10125,1
8883,10201,1
840,8883,1
842,8883,1
8883,10617,1
10645,8883,1
883,8883,1
914,8883,1
8883,11073,1
26574,8883,1
29775,8883,1
8883,51079,1
970,8883,1
8883,55825,1
4171,8883,1
4174,8883,1
8883,4734,1
8883,4976,1
8883,5533,1
8883,5591,1
8883,5716,1
8883,5930,1
581,8883,1
6790,8883,1
8883,7157,1
8453,8883,1
8883,8565,1
8738,8883,1
9134,8883,1
9212,8883,1
837,8883,1
51182,8883,1
1676,8883,1
2717,8883,1
3029,8883,1
3065,8883,1
3119,8883,1
3480,8883,1
3551,8883,1
8883,5982,1
8883,6240,1
8883,7465,1
8883,8604,1
902,8883,1
55107,8883,1
55120,8883,1
64858,8883,1
1642,8883,1
2071,8883,1
2188,8883,1
2946,8883,1
5243,833,1
9447,4609,1
545,978,1
545,1633,1
545,6240,1
545,7298,1
545,51727,1
5243,545,1
207,8883,1
79885,8883,1
83933,8883,1
1212,8883,1
1459,8883,1
1613,8883,1
1848,8883,1
1974,8883,1
2081,8883,1
329,8883,1
2175,8883,1
3553,8883,1
3576,8883,1
355,8883,1
3726,8883,1
3934,8883,1
4292,8883,1
8883,4790,1
8883,4804,1
8883,5036,1
545,8883,1
8883,5329,1
8883,5563,1
8883,5564,1
5599,8883,1
5606,8883,1
8883,5810,1
8883,6621,1
8883,7001,1
8883,7040,1
8883,7124,1
8883,7251,1
135,8883,1
7965,8883,1
8883,7988,1
664,8883,1
8883,8737,1
8883,8743,1
8837,8883,1
8850,8883,1
8915,8883,1
9700,8883,1
8883,10285,1
8883,10733,1
23604,8883,1
25842,8883,1
8883,944,1
51053,8883,1
8883,51720,1
196,8883,1
8883,55558,1
995,8883,1
55832,8883,1
8883,57761,1
472,8883,1
8883,5451,1
5610,8883,1
8883,9616,1
27113,8883,1
958,8883,1
1852,8883,1
2067,8883,1
2355,8883,1
8883,6118,1
8883,7150,1
8883,7175,1
8883,5686,1
1111,8883,1
1147,8883,1
1457,8883,1
2073,8883,1
2289,8883,1
2730,8883,1
3091,8883,1
4605,8883,1
8883,4719,1
8883,5649,1
8883,5698,1
8883,5699,1
8883,5894,1
8883,6199,1
8883,6622,1
8883,6647,1
8883,6721,1
8883,6794,1
8883,7016,1
8883,7128,1
8883,7158,1
8883,7334,1
8883,7398,1
8883,7780,1
8535,8883,1
8883,8784,1
8883,9097,1
8883,143,1
8883,23657,1
8883,25913,1
30001,8883,1
8883,51588,1
8883,51741,1
56616,8883,1
8883,5111,1
8883,5883,1
8883,6119,1
641,8883,1
3383,8883,1
2746,8883,1
3725,8883,1
3980,8883,1
4170,8883,1
8883,5546,1
8883,7013,1
8883,7319,1
8883,7332,1
1017,8883,1
8883,8493,1
3364,8883,1
978,1111,1
1111,1633,1
1111,6240,1
1111,7298,1
1111,51727,1
5243,1111,1
94235,8883,1
8883,2810,1
4616,8883,1
8883,5777,1
8883,6117,1
8883,7083,1
8883,7335,1
8883,8438,1
675,8883,1
688,8883,1
9412,8883,1
9656,8883,1
26271,8883,1
8883,54623,1
993,8883,1
3791,6240,1
3265,3815,1
673,4893,1
596,330,1
4609,5715,1
673,3265,1
673,3845,1
4609,5932,1
2475,4609,1
2932,4609,1
5594,4609,1
5925,7153,1
675,10038,1
2475,7428,1
9181,7157,1
3845,7416,1
4233,7428,1
1659,3845,1
3845,10051,1
3845,29110,1
1719,4436,1
4292,5428,1
4436,5423,1
1956,5567,1
1956,5580,1
1956,5581,1
1956,5590,1
25,1956,1
801,1956,1
966,1956,1
1956,2263,1
1956,5295,1
1956,5296,1
1956,5979,1
1956,9252,1
1956,4087,1
1849,1956,1
1956,6464,1
9564,1956,1
3265,5580,1
545,3845,1
4292,65018,1
4436,65018,1
2956,65018,1
3845,1432,1
3845,6885,1
25836,142,1
142,8243,1
142,9126,1
3845,7150,1
3481,7157,1
10135,10038,1
10038,8243,1
10038,9126,1
2475,5728,1
332,3265,1
5562,7157,1
5925,6502,1
672,10038,1
1956,10038,1
672,142,1
890,3845,1
11004,3845,1
3845,8883,1
55143,3845,1
3845,5686,1
3845,5693,1
675,7157,1
5604,7428,1
1021,7428,1
142,5728,1
3845,5347,1
672,7157,1
11200,7157,1
9261,7157,1
5347,7157,1
1019,3845,1
10110,7157,1
5063,7157,1
6790,1956,1
208,1956,1
1956,2065,1
10135,142,1
7157,7465,1
545,7157,1
1111,7157,1
1956,6774,1
4486,6194,1
1956,3845,1
675,142,1
238,10018,1
238,4170,1
324,4609,1
842,142,1
207,2194,1
4609,10111,1
4609,5889,1
4609,7518,1
10111,5888,1
4609,5925,1
1869,1871,1
1869,5925,1
1017,7157,1
207,367,1
367,5594,1
367,5599,1
207,842,1
4609,142,1
1490,8428,1
4485,8428,1
1062,5595,1
2353,5594,1
4296,4790,1
4296,142,1
1385,1387,1
5347,7702,1
1017,1026,1
672,81620,1
81620,1111,1
672,9734,1
81620,9734,1
1111,9734,1
9734,5932,1
672,5932,1
81620,5932,1
1111,5932,1
81620,7157,1
9734,7157,1
5932,7157,1
8837,56616,1
8837,331,1
841,56616,1
8837,4609,1
56616,4609,1
4609,331,1
841,331,1
1956,4170,1
238,4233,1
10018,4233,1
4170,4233,1
238,2475,1
10018,2475,1
4170,2475,1
4233,2475,1
238,142,1
238,6774,1
7832,5599,1
7832,3725,1
598,1111,1
598,142,1
1029,1111,1
1029,11200,1
2475,5591,1
5290,5591,1
545,5591,1
57819,4609,1
57819,84844,1
4609,84844,1
324,4292,1
4292,4609,1
3569,3717,1
3569,6774,1
3717,6774,1
836,3551,1
836,6714,1
836,8797,1
836,8795,1
598,840,1
836,840,1
840,3551,1
840,6714,1
840,8797,1
840,8795,1
598,841,1
840,841,1
841,3551,1
841,6714,1
841,8797,1
841,8795,1
596,595,1
595,1026,1
596,2064,1
596,1647,1
595,1647,1
1026,1647,1
598,3551,1
596,4174,1
595,4174,1
1026,4174,1
1647,4174,1
2064,4609,1
207,6241,1
3551,6714,1
598,8797,1
3551,8797,1
6714,8797,1
598,8795,1
3551,8795,1
6714,8795,1
8797,8795,1
596,7465,1
9429,672,1
641,675,1
596,842,1
10018,1017,1
1062,2064,1
1956,2064,1
641,3014,1
675,3014,1
2064,142,1
675,7001,1
3014,7001,1
7001,7520,1
9429,7150,1
672,7150,1
641,7157,1
7001,7157,1
7157,7520,1
641,7520,1
675,7520,1
3014,7520,1
672,1642,1
675,1642,1
1642,142,1
596,4609,1
641,7001,1
598,836,1
3688,4609,1
578,10018,1
578,1956,1
581,1956,1
578,2064,1
581,2064,1
2064,5594,1
578,5594,1
578,5290,1
581,5290,1
10018,5290,1
1956,5290,1
2064,5290,1
5594,5290,1
581,10018,1
581,5594,1
10018,5594,1
596,329,1
329,2247,1
329,330,1
330,2247,1
596,1977,1
329,1977,1
330,1977,1
596,2247,1
329,4609,1
330,4609,1
2247,4609,1
673,836,1
983,1025,1
1017,1025,1
3337,1959,1
3337,5591,1
1959,5591,1
207,2064,1
2064,2194,1
3337,3308,1
1959,3308,1
3337,3725,1
1959,3725,1
3308,3725,1
3725,5591,1
672,4609,1
675,4609,1
3098,4609,1
4609,2547,1
3014,142,1
3845,142,1
10111,2547,1
3014,5888,1
5591,5888,1
5888,2547,1
672,5889,1
675,5889,1
5591,5889,1
10111,5889,1
5888,5889,1
5889,2547,1
3939,23411,1
993,7157,1
983,7157,1
1025,7157,1
2064,7157,1
2194,7157,1
23411,7157,1
672,7518,1
675,7518,1
5591,7518,1
10111,7518,1
5888,7518,1
7518,2547,1
675,2547,1
5591,2547,1
8505,142,1
207,841,1
841,999,1
841,8772,1
841,5594,1
672,995,1
991,999,1
207,8837,1
8837,8772,1
8837,5594,1
8837,8795,1
675,11200,1
238,4921,1
4921,6595,1
4921,6597,1
672,1869,1
995,1869,1
11200,1869,1
4921,1956,1
1956,6595,1
1956,6597,1
207,8772,1
8772,5594,1
8772,8795,1
2237,5888,1
4921,2260,1
2260,6595,1
2260,6597,1
1052,3569,1
5594,8795,1
4174,5290,1
672,4194,1
995,4194,1
11200,4194,1
1869,4194,1
3569,4609,1
2064,5335,1
672,5371,1
995,5371,1
11200,5371,1
1869,5371,1
4194,5371,1
672,5524,1
995,5524,1
11200,5524,1
1869,5524,1
4194,5524,1
5371,5524,1
142,10111,1
238,6595,1
238,6597,1
5985,8243,1
5985,9126,1
8243,9126,1
207,8795,1
995,7157,1
1871,7157,1
5371,7157,1
5524,7157,1
367,836,1
836,3725,1
836,5594,1
836,5599,1
836,10451,1
367,842,1
842,3725,1
842,5594,1
842,5599,1
842,10451,1
207,3725,1
367,3725,1
3725,5594,1
3725,10451,1
5594,5599,1
207,10451,1
5594,10451,1
5599,10451,1
56998,4609,1
324,4790,1
324,5743,1
324,581,1
581,4609,1
581,4790,1
581,5743,1
4609,5743,1
4609,4790,1
4790,5743,1
324,7157,1
4790,7157,1
5743,7157,1
1612,23636,1
23636,142,1
1612,142,1
4609,10135,1
10135,7157,1
3725,4609,1
5599,4609,1
581,7157,1
1111,7150,1
4292,7150,1
142,7150,1
7150,7157,1
5728,7157,1
1869,142,1
207,9474,1
207,8678,1
9474,8678,1
9474,836,1
8678,836,1
9474,2475,1
8678,2475,1
10018,3725,1
3725,4088,1
10018,5599,1
10018,142,1
10018,4088,1
5599,4088,1
142,4088,1
203,208,1
203,1956,1
1956,5925,1
2625,7001,1
578,1021,1
596,1021,1
578,10987,1
596,10987,1
1021,10987,1
578,3688,1
596,3688,1
1021,3688,1
10987,3688,1
578,4609,1
1021,4609,1
10987,4609,1
578,5715,1
1021,5715,1
10987,5715,1
3688,5715,1
5715,6502,1
578,6502,1
596,6502,1
1021,6502,1
10987,6502,1
3688,6502,1
4609,6502,1
578,7157,1
1021,7157,1
10987,7157,1
3688,7157,1
6502,7157,1
836,1958,1
598,1958,1
841,4830,1
836,5290,1
836,5465,1
841,5465,1
4830,5465,1
142,5465,1
5290,5465,1
841,7124,1
4830,7124,1
5465,7124,1
598,7157,1
1958,7157,1
1490,6788,1
11200,142,1
675,7158,1
672,10111,1
675,10111,1
5591,10111,1
382,142,1
9261,142,1
8445,28996,1
8445,4193,1
28996,4193,1
8445,4194,1
28996,4194,1
4193,4194,1
8445,7157,1
28996,7157,1
4194,7157,1
392,1956,1
581,1019,1
596,1019,1
836,5371,1
54205,142,1
54205,5371,1
142,5371,1
836,3845,1
841,3845,1
545,4609,1
11200,4609,1
1111,5290,1
11200,5290,1
1956,3265,1
1956,3815,1
3815,4609,1
1956,4609,1
3265,4609,1
3265,7157,1
3815,7157,1
836,2146,1
836,6198,1
2146,2475,1
2146,6198,1
2146,7157,1
2475,6198,1
10018,673,1
596,4893,1
10018,4893,1
4771,10413,1
207,673,1
207,2313,1
673,2313,1
2353,6418,1
5594,6418,1
5888,6774,1
4613,7157,1
142,255738,1
836,5925,1
581,842,1
842,5925,1
993,995,1
993,1111,1
995,1111,1
993,11200,1
581,54205,1
842,54205,1
54205,5925,1
3725,4091,1
993,10641,1
995,10641,1
1111,10641,1
11200,10641,1
207,5524,1
1956,5524,1
142,5524,1
581,5925,1
207,5591,1
5591,5345,1
207,5345,1
578,672,1
581,672,1
596,672,1
578,142,1
581,142,1
1017,3845,1
1021,3845,1
578,596,1
842,7157,1
1147,4296,1
4296,4792,1
1147,4790,1
4790,4792,1
1147,142,1
4790,142,1
4792,142,1
9641,7124,1
898,7157,1
207,596,1
1950,1956,1
596,5290,1
207,7832,1
7832,5290,1
5052,7001,1
5052,5888,1
7001,5888,1
6513,7428,1
5925,7249,1
207,581,1
207,598,1
581,598,1
207,10018,1
598,10018,1
598,5594,1
207,4170,1
581,4170,1
598,4170,1
5594,4170,1
207,331,1
581,331,1
10018,331,1
5594,331,1
3791,7465,1
5159,7465,1
581,1026,1
836,1026,1
581,5715,1
836,5715,1
596,7157,1
596,836,1
596,1026,1
1026,5715,1
596,5715,1
581,836,1
1111,4763,1
4193,5347,1
4193,10733,1
5347,10733,1
673,4170,1
538,11200,1
472,5728,1
672,5728,1
675,5728,1
472,983,1
545,983,1
675,983,1
983,1111,1
207,836,1
5888,7158,1
672,1111,1
10018,4609,1
3014,7157,1
10018,2064,1
1956,5594,1
142,10038,1
545,672,1
672,11200,1
4292,142,1
4292,7157,1
3725,142,1
5599,142,1
472,5591,1
1956,7157,1
672,5591,1
675,5591,1
472,5290,1
472,4609,1
472,11200,1
545,11200,1
836,2475,1
836,7157,1
596,673,1
142,6774,1
995,11200,1
836,54205,1
596,142,1
207,7157,1
5715,7157,1
545,675,1
675,1111,1
238,1956,1
4609,5888,1
1841,7157,1
1020,142,1
142,7158,1
472,3364,1
4323,4313,1
238,2260,1
1956,2260,1
2744,7248,1
3320,7248,1
5888,7421,1
2188,5599,1
641,2625,1
207,5465,1
672,7158,1
596,4170,1
4609,5624,1
207,142,1
545,5290,1
545,1111,1
142,5290,1
4609,7157,1
472,1111,1
1111,11200,1
207,5290,1
3845,4609,1
1111,10111,1
4609,5292,1
545,142,1
3791,7157,1
5159,7157,1
545,3364,1
2475,5290,1
1029,7157,1
598,6714,1
573,4609,1
2099,5290,1
836,842,1
596,10018,1
1977,2247,1
5599,7157,1
841,991,1
1871,5925,1
3320,7157,1
1869,6872,1
5063,10110,1
1956,5578,1
4170,4609,1
545,2067,1
545,7158,1
596,5347,1
4193,7157,1
2932,7157,1
701,1111,1
841,142,1
1111,4292,1
472,10111,1
1021,5604,1
1432,5599,1
1111,4609,1
4790,331,1
5292,5347,1
598,331,1
4170,331,1
3480,6194,1
3791,5159,1
581,596,1
5290,5728,1
841,8837,1
836,142,1
675,5888,1
578,581,1
836,841,1
2475,7157,1
3725,5599,1
142,7157,1
472,675,1
5925,7157,1
1956,4233,1
4609,5290,1
4609,5591,1
1869,7157,1
1977,4609,1
545,7157,1
367,10451,1
1026,7157,1
1490,4485,1
2322,5599,1
841,4609,1
56616,331,1
6595,6597,1
9734,5347,1
545,2475,1
472,7157,1
11284,5777,1
5290,5291,1
3297,7157,1
10018,983,1
10018,1956,1
328,472,1
836,331,1
5518,5524,1
3845,5925,1
6790,6774,1
4609,8795,1
3845,7157,1
3939,7157,1
5889,7518,1
1385,2475,1
1052,4609,1
6872,6908,1
6883,6908,1
1499,2321,1
1854,7298,1
695,3662,1
207,4089,1
672,51755,1
4609,6597,1
2261,3690,1
4771,5747,1
25,6774,1
142,7518,1
598,1803,1
2322,3815,1
2735,2475,1
2735,5290,1
1026,142,1
1026,3845,1
1026,4609,1
1026,5290,1
1026,7428,1
207,1019,1
1019,5290,1
207,1021,1
1021,5290,1
641,6647,1
11200,6647,1
207,5599,1
207,5594,1
1454,7157,1
1026,1111,1
1956,355,1
5728,5888,1
207,2475,1
836,7124,1
207,9817,1
1111,142,1
1977,2475,1
6198,7157,1
3717,5292,1
1017,4613,1
1956,9734,1
207,1956,1
10018,4170,1
672,898,1
1950,5594,1
1950,6196,1
1956,6196,1
5594,6196,1
3297,3630,1
23512,7750,1
4613,10397,1
23405,7157,1
10733,7157,1
3308,5591,1
983,4609,1
1978,4609,1
1027,10987,0
2058,9140,0
196,9978,0
1019,1022,0
5698,6772,0
5693,5716,0
2932,8517,0
6883,6883,0
1545,2099,0
4292,641,0
2099,5594,0
5599,7132,0
1022,4331,0
355,8837,0
2099,2932,0
1029,10856,0
1827,5567,0
5335,5921,0
5451,6714,0
367,841,0
4605,595,0
5894,598,0
1019,1457,0
207,3170,0
1017,6119,0
3735,5111,0
10097,578,0
4292,5887,0
716,716,0
488,816,0
1432,1852,0
207,2100,0
4087,5599,0
22938,4609,0
2308,367,0
4998,6502,0
2961,688,0
